show_id,type,title,director,cast,country,date_added,release_year,rating,duration,genre,description
s5794,Movie,StarBeam: Halloween Hero,Jon Izen,"Nahanni Mitchell, Dean Petriw, Terry Klassen, Sam Vincent, Rhona Rees, Laara Sadiq",Canada,"October 6, 2020",2020,TV-Y,33 min,Children & Family Movies,"Greedy Captain Fishbeard is stealing everybody's Halloween treats for himself, but StarBeam and Boost have some tricks up their sleeves to save the day!"
s5808,Movie,Steam Team to the Rescue,Joey So,"Joseph May, Keith Wickham, Yvonne Grundy, Jules De Jongh, Rachael Louise Miller, Rob Rackstraw, Christopher Ragland, Kerry Shale, Teresa Gallagher, Bob Golding",NA,"March 15, 2020",2019,TV-Y,23 min,Children & Family Movies,Thomas and the steam trains spring into action when Porter and the diesel engines run into a series of accidents that throw their deliveries off track.
s5822,TV Show,Stoked,NA,"Terry McGurrin, Katie Crown, Kristin Fairlie, Mazin Elsadig, Anastasia Phillips, Arnold Pinnock, Jamie Spilchuk, Lauren Lipson, Fiona Reid, Jeff Geddis","United States, Canada","December 16, 2017",2010,TV-PG,1 Season,Kids' TV,Six teenage groms come together one summer to share a dream: to work at the world-renowned Surfer's Paradise Resort on the legendary Sunset Island.
s5824,TV Show,Stone Age,NA,"Samantha Moon, Nancy Kim, Jacqueline Youn, Mike Yantzi, Anna Paik, Matt Anipen, Josh Schwartzentruber",South Korea,"July 1, 2019",2017,TV-Y7,1 Season,"Kids' TV, Korean TV Shows","Woody sets out to become the Stone Age's best animal trainer with a little help from his faithful pet dinosaur, Moga."
s5830,TV Show,StoryBots Super Songs,NA,"Judy Greer, Jeff Gill, Erin Fitzgerald, Fred Tatasciore, Gregg Spiridellis",United States,"October 7, 2016",2016,TV-Y,1 Season,Kids' TV,"Characters from the popular StoryBots apps for early childhood education give musical lessons on math, science, history, behaviors, emotions and more."
s5839,TV Show,Strawberry Shortcake: Berry Bitty Adventures,NA,"Anna Cummer, Janyse Jaud, Andrea Libman, Britt McKillip, Ingrid Nilson, Ashleigh Ball","France, United States, Canada","January 1, 2016",2015,TV-Y,1 Season,Kids' TV,"Join Strawberry Shortcake and her berry best friends in the whimsical land of Berry Bitty City, where they learn about teamwork and decision-making."
s5845,TV Show,Stretch Armstrong & the Flex Fighters,NA,"Scott Menville, Steven Yeun, Ogie Banks, Wil Wheaton, Keith David, Miguel Ferrer, David Kaye, Kate Mulgrew, Nazneen Contractor, Felicia Day",United States,"September 7, 2018",2018,TV-Y7,2 Seasons,Kids' TV,Jake Armstrong and his best friends are unexpectedly transformed into superheroes who learn to reach far beyond the limits of any ordinary teenager.
s5846,Movie,Stretch Armstrong: The Breakout,Victor Cook,"Scott Menville, Steven Yeun, Ogie Banks, Nazneen Contractor, Kate Mulgrew, Wil Wheaton, Keith David, Jon Heder, Yvette Nicole Brown, Clancy Brown, James Arnold Taylor, Grey Griffin, Miguel Ferrer, Kelly Hu, Walter Koenig, Vanessa Marshall, Will Friedle, Andrew Kishino",United States,"March 13, 2018",2018,TV-Y7,104 min,Children & Family Movies,"Villains are rampaging through Charter City and the Flex Fighters – Jake, Ricardo and Nathan – need your help to halt the chaos."
s5858,Movie,Stuart Little,Rob Minkoff,"Michael J. Fox, Jonathan Lipnicki, Geena Davis, Hugh Laurie, Nathan Lane","Germany, United States","January 1, 2020",1999,PG,85 min,"Children & Family Movies, Comedies",Mr. and Mrs. Little want to adopt a brother for their only child but get more than they bargained for when they take in a mouse with an attitude.
s5859,Movie,Stuart Little 2,Rob Minkoff,"Michael J. Fox, Geena Davis, Hugh Laurie, Jonathan Lipnicki, Nathan Lane, Melanie Griffith, James Woods, Steve Zahn",United States,"January 1, 2020",2002,PG,78 min,"Children & Family Movies, Comedies","Zany misadventures are in store as lovable city mouse Stuart and his human brother, George, raise the roof in this sequel to the 1999 blockbuster."
s5862,Movie,Stunt School,Ali Yorgancıoğlu,"Aslı İnandık, Toygan Avanoğlu, Tuna Orhan, Caner Özyurtlu, Melis İşiten, Aslı Turanlı, Ahmet Olgun Sünear, Seda Türkmen, Ayten Uncuoğlu",Turkey,"April 16, 2020",2019,TV-G,95 min,"Children & Family Movies, Comedies, International Movies",An aspiring actress is admitted to a prestigious conservatory but must pay her tuition by working as a performer for an unusual company.
s5873,Movie,Sugar High,Ariel Boles,Hunter March,United States,"July 31, 2020",2020,TV-G,44 min,Children & Family Movies,"Talented sugar artists compete for $10,000 over two rounds of competition — candy and sugar sculpture — in this ""Sugar Rush"" spinoff special."
s5886,TV Show,Sunny Bunnies,NA,"Svetlana Tsimokhina, Dmitri Davidovich",Belarus,"July 15, 2020",2016,TV-Y,2 Seasons,"British TV Shows, Kids' TV, TV Comedies","Furry little bunnies hop through wild adventures as they find solutions, fun and sometimes mischief wherever there is light."
s5888,TV Show,Super Bheem,NA,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",India,"June 28, 2019",2019,TV-Y,1 Season,Kids' TV,"In this 3D-animated spinoff from the Chhota Bheem series, valiant superhero Bheem goes beyond his village to fight the good fight across the universe."
s5889,Movie,Super Bheem Bana Vajraveer,Sumit Das,"Sonal Kaushal, Rupa Bhimani, Julie Tejwani, Sabina Malik, Jigna Bharadhwaj, Rajesh Kawa",India,"June 18, 2019",2018,TV-Y7,63 min,Children & Family Movies,"Hoping to find a magical root, a monster has captured farmers in the land of Vyom. It’s up to Bheem and the gang to foil his plan and save the kingdom!"
s5893,TV Show,Super Monsters,NA,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt McKillip, Kathleen Barr, Diana Kaarina",NA,"October 4, 2019",2019,TV-Y,3 Seasons,Kids' TV,Preschool kids whose parents are the world's most famous monsters try to master their special powers while preparing for kindergarten.
s5894,Movie,Super Monsters and the Wish Star,Jacob Joice,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr, Gigi Saul Guerrero",NA,"December 7, 2018",2018,TV-Y,28 min,Children & Family Movies,"Christmas wishes come true for Lobo, whose favorite cousin arrives for a surprise visit, and for Glorb, who wishes he could be everywhere at once!"
s5895,Movie,Super Monsters Back to School,NA,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Ian James Corlett, Britt McKillip, Kathleen Barr",Canada,"August 16, 2019",2019,TV-Y,24 min,Children & Family Movies,"The Super Monsters welcome Vida to her new home in Pitchfork Pines with a tour of their favorite places, then help her through her first day at school."
s5896,Movie,Super Monsters Furever Friends,NA,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip",NA,"April 16, 2019",2019,TV-Y,59 min,Children & Family Movies,"On the first night of spring, the Super Monsters gather for food, fun and games in the park – and get to meet their adorable new pets!"
s5897,TV Show,Super Monsters Monster Party,NA,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Ian James Corlett, Britt McKillip, Kathleen Barr, Diana Kaarina",NA,"September 14, 2018",2018,TV-Y,1 Season,Kids' TV,"Sing along and move to this groovy collection of music videos featuring monster friends Katya, Lobo, Zoe, Drac, Cleo and Frankie!"
s5898,TV Show,Super Monsters Monster Pets,NA,"Erin Mathews, Kathleen Barr, Chiara Zanni, Rebecca Shoichet, Sabrina Pitre, Ingrid Nilson, Alessandro Juliani, Elyse Maloway, Vincent Tong",United States,"June 7, 2019",2019,TV-Y,1 Season,Kids' TV,The adorably magical Monster Pets star in a series of short adventures that are big on fun – and full of surprises!
s5899,Movie,Super Monsters Save Christmas,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr, Gigi Saul Guerrero, Brian Drummond",United States,"November 26, 2019",2019,TV-Y,24 min,Children & Family Movies,"It's Christmas Eve in Pitchfork Pines, and the Super Monsters are joining forces to deck the halls, find Santa's missing reindeer and save the holiday!"
s5900,Movie,Super Monsters Save Halloween,NA,"Elyse Maloway, Vincent Tong, Erin Matthews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr",NA,"October 5, 2018",2018,TV-Y,25 min,Children & Family Movies,"The Super Monsters use their powers to get their neighbors in the Halloween spirit, then help a nervous friend see there's nothing to be afraid of."
s5901,Movie,Super Monsters: Dia de los Monsters,NA,NA,Canada,"October 9, 2020",2020,TV-Y,25 min,Children & Family Movies,"The Super Monsters celebrate Día de los Muertos in Vida’s hometown with her magical family, some new monster friends and a spook-tacular parade!"
s5902,Movie,Super Monsters: Santa’s Super Monster Helpers,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Rukiya Bernard, Asia Mattu, Elicia MacKenzie",NA,"December 8, 2020",2020,TV-Y,24 min,Children & Family Movies,"When Santa needs serious help prepping all of his presents, the Super Monsters lend a hand — and some monster magic — to get every gift out on time!"
s5903,Movie,Super Monsters: The New Class,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Gigi Saul Guerrero, Asia Mattu, Rukiya Bernard, Elicia MacKenzie, Ian James Corlett, Britt McKillip",Canada,"August 1, 2020",2020,TV-Y,25 min,Children & Family Movies,"A new class of pint-sized preschoolers arrives at Pitchfork Pines, and the Super Monsters take their superpowers to the next level — the Purple Room!"
s5904,Movie,Super Monsters: Vida's First Halloween,"Jacob Joice, Steve Ball","Gigi Saul Guerrero, Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt McKillip, Kathleen Barr",United States,"October 4, 2019",2019,TV-Y,24 min,Children & Family Movies,"The Super Monsters share their Halloween traditions with Vida, then get invited to a Día de los Muertos party in the Howlers' backyard."
s5906,TV Show,Super Wings,NA,"Luca Padovan, Evan Smolin, Junah Jang, Colin Critchley","United States, South Korea, China","December 1, 2020",2020,TV-Y,3 Seasons,"Kids' TV, Korean TV Shows",A cheerful jet and his transforming pals strive to find peaceful solutions to their problems while delivering packages to children around the globe.
s5919,Movie,Surf's Up,"Ash Brannon, Chris Buck","Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder, James Woods, Diedrich Bader, Mario Cantone, Kelly Slater, Rob Machado, Sal Masekela",United States,"January 1, 2021",2007,PG,86 min,"Children & Family Movies, Comedies, Sports Movies",This Oscar-nominated animated comedy goes behind the scenes at the Penguin World Surfing Championship to get a close-up look at the inventors of surfing.
s5952,TV Show,Sym-Bionic Titan,NA,"Tara Strong, Kevin Thoms, Brian Posehn, John DiMaggio, Tim Russ, Don Leslie, Kari Wahlgren",United States,"December 15, 2019",2010,TV-PG,1 Season,Kids' TV,"Aliens fleeing their planet land on Earth, pose as teenagers and fight off mutant space monsters by joining forces to become a powerful giant robot."
s5975,TV Show,Talking Tom and Friends,NA,"Colin Hanks, Tom Kenny, James Adomian, Lisa Schwartz, Maria Bamford",Cyprus,"February 15, 2020",2017,TV-Y,1 Season,"Kids' TV, TV Comedies","Full of funny one-liners and always ready for an adventure, a talking cat and his equally chatty animal cohorts set out to become famous."
s5976,Movie,Tall Girl,Nzingha Stewart,"Ava Michelle, Griffin Gluck, Sabrina Carpenter, Paris Berelc, Luke Eisner, Clara Wilsey, Anjelika Washington, Rico Paris, Angela Kinsey, Steve Zahn",United States,"September 13, 2019",2019,TV-PG,103 min,"Children & Family Movies, Comedies, Romantic Movies","After years of slouching through life, 6-foot-1 teen Jodi resolves to conquer her insecurities and gets caught up in a high school love triangle."
s5989,Movie,Tarzan,"Chris Buck, Kevin Lima","Tony Goldwyn, Minnie Driver, Glenn Close, Brian Blessed, Nigel Hawthorne, Rosie O'Donnell, Lance Henriksen, Wayne Knight, Alex D. Linz",United States,"June 23, 2018",1999,G,89 min,Children & Family Movies,"After being shipwrecked off the African coast, a lone child grows up in the wild, and is destined to become lord of the jungle."
s5990,Movie,Tarzan 2,Brian Smith,"Harrison Chad, George Carlin, Brad Garrett, Ron Perlman, Estelle Harris, Glenn Close, Lance Henriksen, Brenda Grate, Harrison Fahn",United States,"June 23, 2017",2005,G,72 min,Children & Family Movies,How did the King of the Jungle ascend to the throne? Find out in this charming prequel to the hit animated movie that catches Tarzan as a young child.
s5999,TV Show,Tayo the Little Bus,NA,"Robyn Slade, Kami Desilets",South Korea,"July 1, 2019",2014,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows","As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day."
s6000,Movie,Tayo the Little Bus Movie: Mission Ace,Ryu Jung-woo,"Moon Nam-sook, Jeong Hye-ok, Choe Hana, Gim Yeong-seon",United States,"July 1, 2019",2016,TV-Y7,48 min,Children & Family Movies,"After he loses his favorite racing car, Duri ventures to a mysterious, magical land filled with toys that have been thrown away."
s6004,TV Show,Team Kaylie,NA,"Bryana Salaz, Alison Fernandez, Symera Jackson, Elie Samouhi, Kai Calhoun, Eliza Pryor, Rosa Blasi, Nicole Sullivan, David Gridley",United States,"February 3, 2020",2020,TV-PG,3 Seasons,"Kids' TV, TV Comedies","After a brush with the law, teen celebrity Kaylie Konrad swaps social stardom for court-ordered chaos as a middle school wilderness club leader."
s6007,Movie,Tee Shot: Ariya Jutanugarn,Tanawat Aiemjinda,"Krissiri Sukhsvasti, Atchareeya Potipipittanakorn, Thaneth Warakulnukroh, Hattaya Wongkrachang, Somlek Sakdikul, Marinda Halpin, Gulsara Panyam, Kongkid Visessiri",Thailand,"December 1, 2019",2019,TV-14,103 min,"Children & Family Movies, Dramas, International Movies","This biopic follows pro golfer Ariya Jutanugarn's journey to the LPGA tour, from child prodigy to her number-one ranking in the world."
s6014,Movie,Teenage Mutant Ninja Turtles,Kevin Munroe,"Chris Evans, Sarah Michelle Gellar, Mako Iwamatsu, Kevin Smith, Patrick Stewart, Zhang Ziyi, Laurence Fishburne, Mitchell Whitfield, James Arnold Taylor, Mikey Kelley, Nolan North","Hong Kong, United States","May 1, 2019",2007,PG,87 min,"Children & Family Movies, Comedies","In this animated adventure, Master Splinter whips the four Ninja Turtles back into shape to defeat monsters running amok in New York."
s6015,Movie,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Michael Pressman,"Paige Turco, David Warner, Mark Caso, Michelan Sisti, Leif Tilden, Kenn Scott, Kevin Clash, Ernie Reyes Jr., François Chau, Kevin Nash","United States, Hong Kong","January 1, 2020",1991,PG,88 min,"Children & Family Movies, Comedies","The evil Shredder decides that ooze is what gives the ninja turtles their power, so he obtains some of the toxic junk and creates dangerous mutants."
s6019,Movie,Tellur Aliens,Einar Gabbassov,NA,"United States, Kazakhstan","December 1, 2016",2016,TV-Y7,67 min,Children & Family Movies,Three teenaged best friends on the planet Telluria begin an incredible journey of adventure as they fight against the most evil being in the universe.
s6037,TV Show,Th Eena Meena Deeka Chase Comedy Show,Dheeraj Berry,"Sanjay Keni, Priya Raina",India,"March 31, 2018",2015,TV-Y7,1 Season,"Kids' TV, TV Comedies","A hungry fox and three resourceful, surprisingly formidable birds turn the animal kingdom on its head in this lively animated series."
s6065,Movie,The Adventure Club,Geoff Anderson,"Sam Ashe Arnold, Jakob Davies, Dalila Bela, Robin Dunne, Gabrielle Miller, Billy Zane, Josh McDonald, Lorne Cardinal, Kim Coates, Glenn Paradis",Canada,"May 10, 2017",2016,TV-Y7,88 min,Children & Family Movies,"After finding a peculiar key, three smart and adventurous kids launch a quest to uncover the whereabouts of a coveted archaeological treasure."
s6066,TV Show,The Adventures of Figaro Pho,NA,"Luke Jurevicius, Craig Behenna, Charlotte Hamlyn, Stavroula Mountzouris, Aletheia Burney",Australia,NA,2015,TV-Y7,2 Seasons,"Kids' TV, TV Comedies","Imagine your worst fears, then multiply them: Figaro is a boy with any number of phobias and a highly quirky and imaginative way of dealing with them."
s6067,TV Show,The Adventures of Puss in Boots,NA,"Eric Bauza, Jayma Mays, Grey DeLisle, Paul Rugg, Joshua Rush, Candi Milo, Laraine Newman",United States,"January 26, 2018",2018,TV-Y7,6 Seasons,"Kids' TV, TV Comedies","The world's greatest feline fighter, lover and milk connoisseur takes on daring adventures in exotic locations in this family-friendly comedy series."
s6068,Movie,The Adventures of Sharkboy and Lavagirl,Robert Rodriguez,"Taylor Lautner, Taylor Dooley, Cayden Boyd, George Lopez, David Arquette, Kristin Davis, Jacob Davich, Sasha Pieterse, Rico Torres",United States,"December 2, 2020",2005,PG,93 min,Children & Family Movies,A 10-year-old dreamer's imaginary friends – mighty Sharkboy and fire-producing Lavagirl – come to life to seek his help battling a nefarious baddie.
s6069,TV Show,The Adventures of Sonic the Hedgehog,NA,"Jaleel White, Long John Baldry, Garry Chalk","United States, Canada","April 18, 2018",1993,TV-Y7,1 Season,Kids' TV,"Hyper hedgehog Sonic and his cohort Miles ""Tails"" Prower defend the planet Mobius against Dr. Robotnik and his evil schemes in this animated series."
s6070,Movie,The Adventures of Tintin,Steven Spielberg,"Jamie Bell, Andy Serkis, Daniel Craig, Nick Frost, Simon Pegg, Daniel Mays, Gad Elmaleh, Toby Jones, Joe Starr","United States, New Zealand, United Kingdom","November 20, 2019",2011,PG,107 min,Children & Family Movies,"This 3-D motion capture adapts Georges Remi's classic comic strip about the adventures of fearless young journalist Tintin and his trusty dog, Snowy."
s6085,Movie,The Angry Birds Movie 2,"Thurop Van Orman, John Rice","Jason Sudeikis, Rachel Bloom, Leslie Jones, Josh Gad, Bill Hader, Danny McBride, Awkwafina, Sterling K. Brown, Tiffany Haddish, Eugenio Derbez","Finland, United States","February 27, 2020",2019,PG,97 min,"Children & Family Movies, Comedies",Enemies turn into frenemies when the Pigs call for a truce with the Birds to unite against a formidable new foe that’s threatening all of their homes.
s6091,Movie,The App That Stole Christmas,Monica Floyd,"Jackie Long, Diane Marie Howard, Jaylin Hall, Miguel A. Núñez Jr., Ray J, JayQ The Legend, J. Anthony Brown, Kenny Rhodes, Amber Cosich",United States,"November 20, 2020",2020,TV-PG,64 min,"Children & Family Movies, Comedies","A tech entrepreneur's Christmas shopping app is a smashing success, but he starts to realize his invention might be ruining the holiday spirit."
s6102,TV Show,The Baby-Sitters Club,NA,"Sophie Grace, Momona Tamada, Shay Rudolph, Malia Baker, Xochitl Gomez, Alicia Silverstone, Mark Feuerstein, Marc Evan Jackson, Aya Furukawa, Jessica Elaina Eason",United States,"July 3, 2020",2020,TV-G,1 Season,"Kids' TV, TV Dramas",Ann M. Martin's beloved books get a modern update in this series that follows a group of girlfriends and their homegrown babysitting business.
s6131,TV Show,The Big Show Show,NA,"Paul Wight, Allison Munn, Reylynn Caster, Lily Brooks O'Briant, Juliet Donenfeld",United States,"December 9, 2020",2020,TV-G,2 Seasons,"Kids' TV, TV Comedies",Former WWE wrestler the Big Show is out of the ring and ready for an even tougher challenge: raising three daughters with his wife in Florida.
s6150,Movie,The Blue Umbrella,Vishal Bhardwaj,"Pankaj Kapur, Shreya Sharma, Dolly Ahluwalia, Deepak Dobriyal, Rahul Kumar, Paramjit Singh Kakran, Piu Dutt, Samrat Mukherjee",India,"August 2, 2018",2005,TV-PG,90 min,"Children & Family Movies, Dramas, Independent Movies","A charming allegory based on a novella by Ruskin Bond, this visually stunning film from India explores themes of greed, loneliness, longing and loss."
s6159,TV Show,The Boss Baby: Back in Business,NA,"JP Karliak, Pierce Gagnon, Kevin Michael Richardson, Alex Cazares, Flula Borg, Jake Green, Eric Bell Jr., David Lodge, Hope Levy, David Collins, Tony Hale, Nicole Sullivan",United States,"November 17, 2020",2020,TV-Y7,4 Seasons,"Kids' TV, TV Comedies",The Boss Baby brings his big brother Tim to the office to teach him the art of business in this animated series sprung from the hit film.
s6160,Movie,The Boss Baby: Get That Baby!,"Dan Forgione, Pete Jacobs, Matt Whitlock","JP Karliak, Pierce Gagnon, Alex Cazares, Kevin Michael Richardson, Flula Borg, Rhys Darby, Wendie Malick, Jake Green",United States,"September 1, 2020",2020,TV-Y7,115 min,"Children & Family Movies, Comedies",Think you've got what it takes to be the boss? This interactive special puts your skills to the test and matches you up with one of 16 jobs at Baby Corp.
s6167,Movie,The Boy Who Cried Werewolf,Eric Bross,"Victoria Justice, Chase Ellison, Anna Galvin, Matt Winston, Jillian Marie, Valerie Tian, Kerry James, Andrea Brooks, Christie Laing, Cainan Wiebe, Brooke Shields, Brooke D'Orsay, Steven Grayhm","United States, Canada","November 2, 2019",2010,TV-Y,86 min,"Children & Family Movies, Comedies","When high school girl-geek Jordan becomes a werewolf after moving to Romania, she must elude her own brother, who sets out to slay her."
s6168,Movie,The Boy Who Harnessed the Wind,Chiwetel Ejiofor,"Maxwell Simba, Chiwetel Ejiofor, Aïssa Maïga, Lily Banda, Lemogang Tsipa, Philbert Falakeza, Joseph Marcell, Noma Dumezweni","United Kingdom, Malawi","March 1, 2019",2019,TV-PG,114 min,"Children & Family Movies, Dramas, Independent Movies","Inspired by a science book, 13-year-old William Kamkwamba builds a wind turbine to save his Malawian village from famine. Based on a true story."
s6174,Movie,The Breadwinner,Nora Twomey,"Saara Chaudry, Soma Chhaya, Ali Badshah, Soma Bhatia, Shaista Latif, Laara Sadiq, Kawa Ada, Noorin Gulamgaus","Ireland, Canada, Luxembourg, United States, United Kingdom, Philippines, India","February 20, 2018",2017,PG-13,93 min,"Children & Family Movies, Dramas, International Movies",A courageous 11-year-old Afghan girl disguises herself as a boy and takes on odd jobs to provide for her family when her father is arrested.
s6204,TV Show,The Cat in the Hat Knows a Lot About That!,Tony Collingwood,"Martin Short, Alexa Torrington, Jacob Ewaniuk, Robert Tinkler, Tracey Hoyt","Canada, United Kingdom, United States","January 1, 2021",2014,TV-Y,1 Season,Kids' TV,"The Cat in the Hat is back – and this time, he's teaching Sally and her brother, Nick, some awfully nifty things to think about!"
s6219,Movie,The Christmas Chronicles,Clay Kaytis,"Kurt Russell, Darby Camp, Judah Lewis, Kimberly Williams-Paisley, Oliver Hudson, Lamorne Morris, Martin Roach",United States,"November 22, 2018",2018,TV-PG,104 min,"Children & Family Movies, Comedies","After accidentally crashing Santa's sleigh, a brother and sister pull an all-nighter to save Christmas with a savvy, straight-talking St. Nick."
s6220,Movie,The Christmas Chronicles: Part Two,Chris Columbus,"Kurt Russell, Goldie Hawn, Darby Camp, Jahzir Bruno, Julian Dennison, Judah Lewis, Kimberly Williams-Paisley, Tyrese Gibson",Canada,"November 25, 2020",2020,PG,115 min,"Children & Family Movies, Comedies","Unhappy over her mom’s new relationship, a now-teenage Kate runs away and lands at the North Pole, where a naughty elf is plotting to cancel Christmas."
s6221,Movie,The Christmas Project,Michael Buster,"Jacob Buster, Anson Bagley, Grace Hallows, Josh Reid, Cooper Daniel Johnson, Alison Akin Clark, Brian Neal Clark, Evan Clark, Caitlin E.J. Meyer, Gabe White",United States,"March 1, 2019",2016,TV-PG,92 min,"Children & Family Movies, Comedies",Four brothers prepare for war when they're forced to deliver secret holiday gifts to the school bullies. But they soon learn kindness goes a long way.
s6253,Movie,The Croods,"Kirk De Micco, Chris Sanders","Nicolas Cage, Emma Stone, Ryan Reynolds, Catherine Keener, Cloris Leachman, Clark Duke, Chris Sanders, Randy Thom",United States,"July 29, 2019",2013,PG,99 min,"Children & Family Movies, Comedies","When an earthquake obliterates their cave, an unworldly prehistoric family is forced to journey through unfamiliar terrain in search of a new home."
s6267,Movie,The Dark Crystal,"Frank Oz, Jim Henson","Jim Henson, Kathryn Mullen, Frank Oz, Dave Goelz, Stephen Garlick, Lisa Maxwell, Billie Whitelaw, Percy Edwards, Joseph O'Conor","United States, United Kingdom","May 1, 2019",1982,PG,93 min,Children & Family Movies,"In this mythical tale, Jen, the last of the Gelfling race, is charged with healing the Crystal of Truth after its mutilation sets off an era of terror."
s6275,TV Show,The Day My Butt Went Psycho!,NA,"Mac Heywood, Robert Tinkler, Bryn McAuley, Kedar Brown, Julie Lemieux, Ted Dykstra, Mark Edwards, Joe Pingue","Canada, Australia","June 30, 2015",2015,TV-Y7,2 Seasons,"Kids' TV, TV Comedies",A boy and his best friend – his newly detached butt – embark on wacky adventures in a world where humans and their butts live side by side.
s6285,TV Show,The Deep,NA,"Vincent Tong, Ashleigh Ball, Kathleen Barr, Michael Dobson, Brian Drummond","Canada, Australia","November 1, 2019",2019,TV-Y7,3 Seasons,Kids' TV,"The Nektons are a family of underwater explorers who discover the hidden secrets of the oceans, including sunken cities, sea creatures and pirates."
s6311,TV Show,The Dragon Prince,NA,"Jack De Sena, Paula Burrows, Sasha Rojen, Jason Simpson, Racquel Belmonte, Jesse Inocalla, Luc Roderique, Jonathan Holmes, Adrian Petriw","United States, Canada","November 22, 2019",2019,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy",An extraordinary discovery inspires two human princes and an elven assassin to team up on an epic quest to bring peace to their warring lands.
s6336,TV Show,The Epic Tales of Captain Underpants,NA,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jorge Diaz, Evan Kishiyama",United States,"July 19, 2019",2019,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",Fourth-grade friends George and Harold have a shared love of pranks and comic books – and turning their principal into an undies-wearing superhero.
s6337,TV Show,The Epic Tales of Captain Underpants in Space,NA,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Brennan Murray, Nolan North, Gary Anthony Williams, Secunda Wood",United States,"July 10, 2020",2020,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies",Best friends George and Harold — along with their classmates and tyrannical principal — are recruited for a mysterious mission in outer space.
s6340,TV Show,The Expanding Universe of Ashley Garcia,NA,"Paulina Chávez, Jencarlos Canela",United States,"December 9, 2020",2020,TV-PG,3 Seasons,"Kids' TV, TV Comedies, Teen TV Shows",15-year-old scientist Ashley Garcia explores the great unknown of modern teendom after moving across the country to pursue a career in robotics.
s6361,Movie,The Flintstones,Brian Levant,"John Goodman, Elizabeth Perkins, Rick Moranis, Rosie O'Donnell, Kyle MacLachlan, Halle Berry, Elizabeth Taylor, Dann Florek, Sam Raimi, Harvey Korman",United States,"October 1, 2019",1994,PG,91 min,"Children & Family Movies, Comedies",The Flintstones hit the big screen in this live-action comedy that finds Fred and Barney struggling to cope with the pressures of work and family.
s6362,Movie,The Flintstones in Viva Rock Vegas,Brian Levant,"Mark Addy, Stephen Baldwin, Kristen Johnston, Jane Krakowski, Joan Collins, Thomas Gibson, Alan Cumming",United States,"October 1, 2019",2000,PG,91 min,"Children & Family Movies, Comedies, Romantic Movies","Yabba-dabba-doo! Digital dinosaurs rule the day when Fred, Barney, Betty and Wilma take Vegas by storm in this prequel that posits their lives before marriage."
s6380,TV Show,The Furchester Hotel,NA,"Sarah Burgess, Ryan Dillon, Louise Gold, David Rudman, Andrew Spooner, Mak Wilson","United Kingdom, United States","February 1, 2017",2015,TV-Y,2 Seasons,"British TV Shows, Kids' TV","Elmo hops across the pond to help his extended monster family solve problems at their ""almost"" world-class establishment, the Furchester Hotel."
s6386,TV Show,The Garfield Show,NA,"Frank Welker, Wally Wingert, Gregg Berger","France, United States","November 1, 2020",2018,TV-Y,4 Seasons,"Kids' TV, TV Comedies","Lazy, lasagna-loving fat cat Garfield lives life on his own terms, which includes teasing his geeky owner, Jon, and tormenting dimwitted dog Odie."
